Time(ms),Lat,Lon,Speed(kmph),Ax,Ay,Az,Gx,Gy,Gz,AlphaX,AlphaY,AlphaZ,Ax_ADXL,Ay_ADXL,Az_ADXL
33800,22.319246,87.302688,0.35,0.45,0.98,8.63,-0.32,-3.22,2.28,-1.56,-8.34,-2.74,0.039,-0.431,8.865
33998,22.319246,87.302688,0.35,0.33,1.09,7.65,0.41,-3.26,2.81,3.70,-0.19,2.66,-0.431,-0.235,8.198
34187,22.319246,87.302688,0.35,0.24,0.30,7.86,0.69,-3.08,3.14,1.49,0.93,1.74,0.431,-0.157,7.806
34284,22.319246,87.302688,0.35,0.06,0.51,8.52,1.17,-3.15,2.53,4.88,-0.63,-6.22,-0.353,0.157,8.983
34427,22.319246,87.302688,0.35,0.09,-0.05,7.32,-0.75,0.18,2.85,-13.40,23.22,2.24,-0.118,0.039,9.454
34574,22.319246,87.302688,0.35,0.30,-0.49,7.28,-0.56,-1.11,3.29,1.30,-8.72,2.96,0.628,-0.157,8.394
34776,22.319246,87.302688,0.35,-0.31,1.12,7.51,2.93,-2.82,3.53,17.27,-8.50,1.21,0.275,-0.353,9.061
34971,22.319236,87.302658,6.07,0.16,0.11,8.14,-1.38,-1.86,3.17,-22.12,4.93,-1.88,0.314,0.196,8.238
35161,22.319236,87.302658,6.07,0.20,-0.10,7.88,-1.59,0.89,3.64,-1.08,14.50,2.49,0.392,-0.078,8.826
35262,22.319236,87.302658,6.07,0.20,0.46,8.09,-0.27,-0.66,4.04,13.08,-15.34,3.93,0.196,-0.275,8.512
35407,22.319236,87.302658,6.07,0.32,0.76,8.50,1.26,-2.79,3.52,10.53,-14.69,-3.58,-0.235,-0.235,9.336
35555,22.319236,87.302658,6.07,0.37,0.84,7.54,-0.47,-1.62,3.93,-11.71,7.89,2.79,0.118,-0.157,8.826
35746,22.319236,87.302658,6.07,-0.03,0.46,8.09,-0.73,-1.19,3.89,-1.36,2.24,-0.24,0.235,-0.235,8.904
35944,22.319231,87.302642,6.67,0.35,0.34,7.51,0.66,0.18,3.54,7.02,6.94,-1.73,-0.314,-0.392,8.512
36132,22.319231,87.302642,6.67,0.40,0.55,8.77,0.96,-2.21,3.30,1.62,-12.71,-1.30,0.000,-0.118,8.355
36251,22.319231,87.302642,6.67,0.34,0.08,7.63,-2.57,-2.16,3.34,-29.70,0.38,0.38,0.275,-0.196,7.924
36389,22.319231,87.302642,6.67,0.37,0.79,7.40,2.84,-2.22,3.40,39.22,-0.44,0.39,0.039,-0.157,9.022
36534,22.319231,87.302642,6.67,0.52,-0.17,8.09,2.27,-0.02,3.40,-3.95,15.16,0.00,-0.196,-0.078,8.748
36715,22.319231,87.302642,6.67,-0.05,0.74,7.36,-0.47,-0.58,3.34,-15.10,-3.08,-0.30,0.078,-0.275,7.924
36921,22.319231,87.302642,6.67,0.42,-0.07,9.65,0.47,-1.72,1.34,4.52,-5.52,-9.71,-0.275,0.078,9.101
37110,22.319231,87.302642,6.67,0.43,-0.47,6.81,-2.07,-1.92,1.34,-13.41,-1.09,0.00,0.314,0.196,9.257
37249,22.319231,87.302642,6.67,0.66,0.02,8.03,0.37,-1.19,0.86,17.57,5.27,-3.46,0.118,0.078,8.865
37366,22.319231,87.302642,6.67,0.12,0.50,6.08,4.26,1.72,0.76,33.21,24.86,-0.85,-0.118,0.000,7.845
37511,22.319231,87.302642,6.67,0.12,-0.06,8.25,-0.24,-1.45,0.56,-31.06,-21.85,-1.42,-0.431,-0.549,8.041
37662,22.319231,87.302642,6.67,0.76,-0.34,8.13,-0.15,-0.37,0.71,0.61,7.18,1.01,0.314,0.275,8.120
37864,22.319231,87.302642,6.67,-0.04,0.53,7.13,1.47,-1.80,0.15,8.01,-7.10,-2.76,0.000,-0.157,8.865
38053,22.319231,87.302642,6.67,0.43,-0.00,6.86,0.27,-3.82,-0.53,-6.30,-10.66,-3.59,0.275,0.078,8.434
38232,22.319231,87.302642,6.67,0.27,0.28,8.75,0.67,-1.61,-0.89,2.22,12.32,-2.05,0.196,0.118,8.041
38323,22.319231,87.302642,6.67,0.44,0.28,6.73,0.60,-1.99,-0.93,-0.75,-4.19,-0.42,0.431,0.157,9.454
38468,22.319231,87.302642,6.67,0.22,0.05,7.99,-1.08,-1.56,-1.07,-11.58,2.95,-0.95,0.078,-0.039,8.355
38616,22.319231,87.302642,6.67,0.58,0.48,7.59,-1.73,-3.50,-1.44,-4.38,-13.10,-2.48,0.196,-0.118,8.708
38823,22.319231,87.302642,6.67,0.90,0.28,7.37,2.40,-1.94,-1.70,19.95,7.56,-1.29,0.157,0.000,7.806
39026,22.319231,87.302642,6.67,0.99,0.02,9.32,0.05,-3.22,-1.64,-11.62,-6.32,0.30,0.353,0.118,8.865
39215,22.319231,87.302642,6.67,0.76,0.27,7.88,0.73,-4.37,-1.66,3.64,-6.06,-0.08,0.314,0.431,8.316
39311,22.319231,87.302642,6.67,0.83,0.06,7.93,0.52,-4.40,-1.66,-2.23,-0.40,-0.08,0.000,0.588,7.728
39455,22.319231,87.302642,6.67,0.76,-0.01,8.10,-2.18,-4.60,-1.54,-18.71,-1.33,0.85,-0.078,0.157,9.140
39605,22.319231,87.302642,6.67,0.82,0.33,7.98,1.94,-5.62,-1.36,27.43,-6.82,1.22,-0.431,0.588,7.924
39809,22.319231,87.302642,6.67,1.18,-0.15,7.25,0.68,-4.17,-1.05,-6.17,7.11,1.50,0.353,0.588,9.297
40010,22.319231,87.302642,6.67,0.73,0.11,7.59,2.71,-0.62,-0.81,10.10,17.66,1.22,0.118,0.785,8.277
40201,22.319231,87.302642,6.67,0.84,-0.09,8.72,-2.11,-1.60,-0.84,-25.22,-5.16,-0.16,0.549,0.981,9.179
40304,22.319231,87.302642,6.67,1.01,-0.14,7.38,1.20,-1.29,-1.57,32.09,3.04,-7.11,0.471,0.667,8.277
40449,22.319231,87.302642,6.67,0.94,0.10,9.10,-1.57,-3.27,-1.42,-19.11,-13.69,1.05,0.510,0.785,10.003
40597,22.319231,87.302642,6.67,1.05,0.37,7.12,0.50,-2.26,-1.89,13.98,6.86,-3.15,0.392,1.138,8.904
40801,22.319231,87.302642,6.67,0.84,-0.00,7.60,2.36,-3.15,-2.24,9.13,-4.34,-1.72,0.157,0.667,8.159
41004,22.319231,87.302642,6.67,1.27,-0.70,8.64,0.27,-2.89,-2.53,-10.27,1.28,-1.43,0.392,0.824,8.198
41194,22.319231,87.302642,6.67,1.49,-0.01,7.64,-0.44,-3.06,-2.03,-3.74,-0.92,2.61,0.196,0.902,8.591
41294,22.319231,87.302642,6.67,0.95,0.09,8.42,-0.01,-2.20,-2.66,4.27,8.63,-6.26,0.314,0.863,8.630
41439,22.319231,87.302642,6.67,1.08,0.58,8.04,4.40,-1.59,-2.40,30.43,4.21,1.74,0.118,0.588,8.277
41582,22.319231,87.302642,6.67,1.38,0.67,7.74,-3.04,-1.04,-2.63,-52.05,3.84,-1.60,0.588,0.824,8.983
41786,22.319213,87.302528,11.72,1.53,0.15,7.64,1.14,0.02,-2.99,20.47,5.20,-1.76,0.510,0.863,9.140
41982,22.319213,87.302528,11.72,1.00,0.26,7.04,2.27,-1.53,-2.76,5.76,-7.95,1.21,0.471,0.981,9.022
42173,22.319213,87.302528,11.72,1.37,0.05,9.18,-4.47,-2.65,-2.64,-35.25,-5.84,0.60,0.039,0.902,8.512
42275,22.319213,87.302528,11.72,1.33,0.78,9.04,-6.97,0.35,-2.28,-24.55,29.41,3.52,0.588,1.020,8.081
42422,22.319213,87.302528,11.72,1.30,0.00,7.61,0.22,-0.19,-2.33,48.92,-3.69,-0.31,0.235,1.334,9.022
42568,22.319213,87.302528,11.72,0.89,0.15,7.74,-1.31,-2.75,-3.00,-10.46,-17.52,-4.60,0.471,1.059,7.649
42773,22.319213,87.302528,11.72,1.69,0.44,7.81,3.01,-2.05,-2.00,21.04,3.39,4.88,0.000,1.059,7.885
42968,22.319215,87.302497,12.06,1.40,0.36,7.88,0.37,-0.63,-1.51,-13.51,7.28,2.51,0.628,1.177,8.983
43158,22.319215,87.302497,12.06,1.11,0.43,8.66,-7.92,-1.02,-0.74,-43.67,-2.05,4.06,0.431,0.785,8.355
43260,22.319215,87.302497,12.06,1.39,0.01,9.74,-5.22,-2.88,-0.40,26.49,-18.19,3.37,0.628,0.549,7.806
43408,22.319215,87.302497,12.06,1.32,-0.52,7.71,2.56,0.15,-1.34,52.56,20.43,-6.34,0.745,0.471,7.924
43554,22.319215,87.302497,12.06,1.23,0.11,8.35,-3.82,-2.32,-0.48,-43.71,-16.89,5.86,0.510,0.745,8.551
43755,22.319215,87.302497,12.06,0.89,0.33,7.44,5.01,-3.18,-0.08,43.94,-4.25,2.01,0.588,0.588,8.944
43948,22.319213,87.302467,11.50,1.44,0.04,7.19,-0.61,-1.92,0.78,-29.11,6.53,4.43,0.785,0.628,8.394
44138,22.319213,87.302467,11.50,0.79,-0.35,8.97,-1.15,-1.75,1.02,-2.81,0.88,1.25,0.628,1.138,7.571
44251,22.319213,87.302467,11.50,0.76,-0.14,7.96,1.61,0.17,1.56,24.39,16.96,4.80,0.235,0.863,8.512
44387,22.319213,87.302467,11.50,0.43,-0.47,7.39,0.95,-1.22,1.50,-4.88,-10.22,-0.45,0.431,0.785,9.924
44534,22.319213,87.302467,11.50,0.76,-0.28,7.63,2.74,-2.39,1.41,12.20,-7.95,-0.57,0.353,1.020,9.218
44719,22.319213,87.302467,11.50,1.16,-0.29,7.94,3.32,-1.85,0.69,3.14,2.89,-3.88,1.020,0.471,6.904
44925,22.319206,87.302436,11.89,0.79,-0.10,8.75,2.22,0.56,1.21,-5.34,11.75,2.52,0.785,0.667,7.453
45115,22.319206,87.302436,11.89,0.97,-0.29,7.70,2.99,-1.48,2.02,4.06,-10.77,4.26,0.667,0.863,9.885
45246,22.319206,87.302436,11.89,0.90,0.27,6.92,5.51,-1.18,1.54,19.23,2.27,-3.67,0.549,0.981,8.120
45374,22.319206,87.302436,11.89,0.81,-0.30,6.78,6.35,-0.53,1.18,6.56,5.07,-2.80,0.667,0.785,9.061
45518,22.319206,87.302436,11.89,0.65,-0.58,7.19,0.62,-0.06,1.31,-39.81,3.29,0.90,0.471,0.824,9.611
45664,22.319206,87.302436,11.89,1.10,0.15,7.44,-1.31,-1.40,1.64,-13.23,-9.20,2.25,0.902,0.941,8.708
45869,22.319206,87.302436,11.89,0.91,-0.29,8.12,3.50,-1.38,0.89,23.46,0.11,-3.69,0.549,0.667,8.277
46072,22.319202,87.302398,11.89,0.84,0.48,8.43,0.49,-1.61,0.84,-14.82,-1.13,-0.23,0.745,0.981,7.924
46254,22.319202,87.302398,11.89,1.32,-0.40,7.90,-5.20,-2.47,0.68,-31.25,-4.74,-0.88,0.667,0.628,9.218
46349,22.319202,87.302398,11.89,1.20,-0.32,7.24,-1.37,0.08,1.16,40.34,26.92,5.06,0.471,0.588,8.277
46494,22.319202,87.302398,11.89,1.13,-0.98,8.45,1.22,-1.89,0.78,17.85,-13.58,-2.63,-0.196,0.549,7.100
46643,22.319202,87.302398,11.89,1.09,-0.66,8.45,-3.91,-2.16,0.89,-34.43,-1.84,0.72,0.549,0.745,7.924
46849,22.319202,87.302398,11.89,1.09,0.22,8.12,-0.81,-0.79,0.92,15.04,6.67,0.19,0.510,0.706,8.512
47039,22.319202,87.302398,11.89,0.81,-0.09,7.74,-3.65,-2.56,1.22,-14.95,-9.36,1.57,0.706,0.863,7.924
47230,22.319202,87.302398,11.89,0.89,0.14,8.36,-0.20,-2.95,0.90,18.06,-2.04,-1.68,0.549,0.941,9.689
47326,22.319202,87.302398,11.89,0.99,0.42,8.22,0.77,-2.65,0.87,10.10,3.18,-0.32,0.275,0.941,7.806
47470,22.319202,87.302398,11.89,1.07,-0.20,8.33,2.96,-1.40,0.54,15.21,8.64,-2.28,0.392,1.020,8.434
47616,22.319202,87.302398,11.89,1.26,-0.37,8.06,2.01,-0.31,0.44,-6.54,7.48,-0.68,0.353,1.412,8.434
47820,22.319202,87.302398,11.89,1.37,-1.55,6.82,6.60,-0.84,0.27,22.53,-2.58,-0.86,0.353,0.510,8.473
48024,22.319202,87.302398,11.89,1.59,-0.29,10.12,-1.86,-1.59,-0.11,-41.50,-3.67,-1.83,0.431,1.530,9.022
48215,22.319202,87.302398,11.89,1.91,0.57,7.50,-0.08,-2.86,0.26,9.35,-6.67,1.92,0.275,0.588,6.904
48311,22.319202,87.302398,11.89,1.18,-0.23,8.16,-2.62,-1.30,0.35,-26.48,16.30,0.95,0.353,0.706,9.061
48457,22.319202,87.302398,11.89,1.49,0.08,8.58,1.92,-3.34,0.05,31.11,-14.01,-2.09,0.824,0.902,8.669
48604,22.319202,87.302398,11.89,1.71,0.19,7.64,-1.77,-2.53,0.31,-25.13,5.50,1.77,-0.118,0.902,8.081
48809,22.319202,87.302398,11.89,1.37,-0.20,8.56,-0.08,-2.17,0.27,8.23,1.79,-0.19,0.510,0.863,7.688
49012,22.319202,87.302398,11.89,2.34,-0.13,9.03,-0.18,-2.36,0.35,-0.49,-0.94,0.41,-0.039,0.745,8.120
49202,22.319202,87.302398,11.89,0.98,-0.37,8.92,0.05,-1.74,0.18,1.21,3.25,-0.92,0.471,0.745,7.610
49300,22.319202,87.302398,11.89,1.35,-0.38,8.10,3.80,-1.06,-0.19,38.32,6.93,-3.74,0.235,0.706,8.159
49446,22.319202,87.302398,11.89,1.01,0.31,7.57,-5.87,-2.14,0.31,-66.24,-7.37,3.45,0.902,0.628,9.140
49593,22.319202,87.302398,11.89,1.14,0.25,7.25,-2.13,1.33,0.50,25.45,23.58,1.25,0.392,1.059,8.238
49796,22.319202,87.302398,11.89,1.40,-0.16,7.74,-2.31,-2.70,0.26,-0.86,-19.85,-1.17,0.471,0.628,9.101
50000,22.319202,87.302398,11.89,1.15,0.06,7.49,5.34,-0.76,1.37,37.46,9.50,5.46,0.628,0.745,6.904
50192,22.319202,87.302398,11.89,1.42,0.50,8.04,1.60,-2.03,1.16,-19.44,-6.60,-1.11,0.667,0.431,8.865
50293,22.319202,87.302398,11.89,1.38,-0.60,6.54,-1.79,2.11,1.63,-33.63,40.96,4.61,1.491,0.392,9.807
50440,22.319202,87.302398,11.89,1.06,0.84,7.31,1.27,-0.21,1.91,20.88,-15.79,1.92,0.941,1.098,8.512
50585,22.319202,87.302398,11.89,0.77,0.11,6.62,0.66,-1.44,1.39,-4.21,-8.42,-3.58,0.549,0.667,9.414
50790,22.319173,87.302223,14.43,0.97,-0.35,8.11,-1.85,2.95,1.82,-12.29,21.37,2.09,0.628,0.078,7.139
50991,22.319173,87.302223,14.43,0.83,-0.41,9.31,-8.61,-2.16,1.08,-33.61,-25.41,-3.68,0.039,1.608,8.787
51183,22.319173,87.302223,14.43,1.22,0.28,7.94,1.87,-1.06,0.76,54.59,5.73,-1.63,0.275,1.098,9.611
51282,22.319173,87.302223,14.43,0.72,-0.24,8.27,-2.24,-3.47,1.24,-41.56,-24.29,4.78,0.981,0.941,8.277
51431,22.319173,87.302223,14.43,1.41,-0.81,7.06,-0.21,-1.09,1.17,13.68,15.93,-0.46,0.667,0.863,8.787
51578,22.319173,87.302223,14.43,1.18,-0.50,7.93,3.52,-1.99,0.72,25.34,-6.13,-3.06,0.118,0.549,8.238
51782,22.319166,87.302185,13.87,1.20,-0.38,9.04,-3.66,-3.36,1.04,-35.21,-6.70,1.57,0.196,0.824,7.022
51976,22.319166,87.302185,13.87,1.22,0.23,7.79,-4.06,-4.02,1.08,-2.05,-3.38,0.24,0.000,0.314,7.453
52165,22.319166,87.302185,13.87,1.12,0.09,8.68,-4.10,-1.40,2.21,-0.20,13.85,5.94,0.941,1.177,8.865
52265,22.319166,87.302185,13.87,0.78,0.04,8.51,-2.26,-2.81,1.44,18.40,-14.12,-7.71,0.235,0.667,8.355
52413,22.319166,87.302185,13.87,0.92,-0.46,7.59,4.95,-2.68,1.37,48.69,0.88,-0.46,0.510,0.392,7.963
52558,22.319166,87.302185,13.87,1.67,0.03,7.97,4.82,-0.15,1.46,-0.89,17.48,0.63,0.157,0.588,7.806
52749,22.319166,87.302185,13.87,0.69,-1.07,8.42,5.92,-1.98,1.36,5.76,-9.63,-0.52,0.314,0.863,8.081
52948,22.319168,87.302154,12.17,1.16,0.10,8.02,-0.48,-0.87,1.91,-32.15,5.60,2.76,0.824,0.863,9.257
53139,22.319168,87.302154,12.17,0.47,-0.36,7.26,3.36,-3.46,0.83,20.10,-13.55,-5.64,0.275,0.941,8.591
53253,22.319168,87.302154,12.17,1.19,-0.39,6.92,-2.26,1.84,2.24,-49.28,46.47,12.39,0.510,1.138,8.708
53392,22.319168,87.302154,12.17,0.80,0.21,7.37,5.40,0.18,2.05,55.14,-11.92,-1.37,-0.235,0.549,8.944
53538,22.319168,87.302154,12.17,0.78,-0.58,7.89,1.66,-1.93,1.98,-25.62,-14.48,-0.52,0.196,0.902,9.218
53725,22.319168,87.302154,12.17,1.20,-0.63,8.17,0.14,-1.18,1.44,-8.16,4.00,-2.90,0.235,0.078,8.826
53931,22.319164,87.302116,14.19,0.75,0.50,7.82,0.28,-2.81,0.82,0.70,-7.89,-2.96,0.431,1.569,8.434
54120,22.319164,87.302116,14.19,1.05,0.18,7.34,2.78,-1.50,1.41,13.21,6.91,3.11,0.275,1.098,8.081
54250,22.319164,87.302116,14.19,1.16,0.45,7.75,0.02,-0.46,1.73,-21.20,8.04,2.47,0.353,0.745,8.669
54378,22.319164,87.302116,14.19,1.16,1.08,7.98,-2.06,-1.76,1.60,-16.28,-10.20,-1.01,0.118,0.510,8.748
54528,22.319164,87.302116,14.19,1.12,-0.08,7.44,-2.99,-3.03,1.73,-6.21,-8.45,0.81,0.863,0.588,8.708
54709,22.319164,87.302116,14.19,1.52,0.04,8.16,2.30,-1.08,1.75,29.23,10.75,0.13,0.471,0.941,9.179
54917,22.319164,87.302116,14.19,0.97,-0.36,8.72,0.52,-2.92,1.53,-8.55,-8.84,-1.06,0.118,1.216,7.963
55106,22.319164,87.302116,14.19,1.45,-0.92,8.55,3.54,-1.53,1.25,15.99,7.39,-1.45,0.863,0.431,7.688
55246,22.319164,87.302116,14.19,0.91,-0.39,7.63,-0.72,-3.11,1.68,-30.43,-11.34,3.05,0.588,0.549,9.101
55369,22.319164,87.302116,14.19,1.03,-0.15,7.97,0.17,-1.45,1.36,7.20,13.53,-2.61,0.078,0.863,7.767
55516,22.319164,87.302116,14.19,1.26,-0.15,9.03,-5.36,-1.66,1.80,-37.60,-1.40,3.01,0.706,0.588,7.728
55668,22.319164,87.302116,14.19,1.44,-0.37,9.19,3.59,-0.28,1.76,58.86,9.04,-0.25,0.314,0.824,8.865
55875,22.319164,87.302116,14.19,1.30,0.09,8.42,-4.12,-2.97,1.47,-37.25,-12.98,-1.40,0.863,0.941,7.728
56066,22.319164,87.302116,14.19,1.48,0.02,7.94,-3.04,-1.06,1.43,5.68,9.99,-0.24,0.510,0.785,8.002
56230,22.319164,87.302116,14.19,1.59,0.19,9.26,-2.75,-0.75,1.47,1.77,1.91,0.28,0.588,1.098,8.238
56323,22.319164,87.302116,14.19,1.34,-0.56,7.46,-2.26,-1.17,1.14,5.25,-4.51,-3.61,0.275,0.902,10.160
56470,22.319164,87.302116,14.19,1.20,-0.09,8.72,1.05,-2.46,1.08,22.49,-8.78,-0.42,0.549,0.941,7.610
56616,22.319164,87.302116,14.19,1.34,0.00,7.32,-5.39,-2.14,1.40,-44.08,2.20,2.20,0.706,0.863,9.218
56820,22.319164,87.302116,14.19,1.17,0.40,8.30,-0.71,-1.11,0.88,22.94,5.01,-2.54,0.235,0.745,8.904
57024,22.319164,87.302116,14.19,0.86,0.43,8.70,0.02,-2.98,1.63,3.59,-9.13,3.67,0.314,1.216,9.061
57214,22.319164,87.302116,14.19,1.69,0.07,7.67,-0.44,-1.24,1.56,-2.45,9.12,-0.32,0.706,0.628,8.551
57311,22.319164,87.302116,14.19,1.30,-0.70,8.27,-2.70,-0.64,1.61,-23.29,6.22,0.47,0.392,1.334,8.081
57457,22.319164,87.302116,14.19,1.09,-0.07,6.92,4.57,2.15,1.40,49.83,19.08,-1.46,1.098,1.334,8.787
57603,22.319164,87.302116,14.19,0.67,-0.10,7.27,-1.40,-2.03,1.11,-40.94,-28.60,-1.93,0.275,0.863,10.277
57812,22.319164,87.302116,14.19,0.91,0.69,8.15,-3.52,-1.34,1.08,-10.12,3.29,-0.18,1.334,1.255,8.904
58016,22.319164,87.302116,14.19,0.50,0.52,8.21,-0.31,-1.24,2.03,15.75,0.52,4.68,0.275,0.706,9.532
58207,22.319164,87.302116,14.19,1.28,-0.04,9.52,-1.26,0.47,1.68,-5.00,8.91,-1.84,0.549,0.785,9.257
58303,22.319164,87.302116,14.19,0.53,-0.41,8.33,2.45,-3.95,1.43,38.65,-46.04,-2.62,-0.353,0.745,9.650
58451,22.319164,87.302116,14.19,1.35,0.08,7.49,-1.64,-0.76,1.50,-27.65,21.56,0.46,0.588,0.863,9.140
58598,22.319164,87.302116,14.19,0.71,-0.55,7.24,-2.96,1.99,2.12,-8.98,18.75,4.26,-0.157,0.863,9.179
58804,22.319164,87.302116,14.19,0.43,-0.74,8.63,-0.09,-1.87,1.70,13.93,-18.75,-2.04,0.745,0.667,8.865
59009,22.319164,87.302116,14.19,0.91,0.86,8.54,-0.11,-2.86,1.33,-0.11,-4.84,-1.82,0.157,1.373,9.061
59198,22.319164,87.302116,14.19,1.47,-0.85,7.32,-1.44,2.78,2.17,-6.99,29.85,4.44,-0.039,0.510,10.356
59300,22.319164,87.302116,14.19,0.59,0.89,7.86,4.98,-1.73,2.45,62.94,-44.23,2.77,0.392,0.000,8.198
59445,22.319164,87.302116,14.19,0.77,0.04,8.40,-6.28,-6.26,2.03,-77.70,-31.22,-2.90,0.431,0.549,7.924
59594,22.319164,87.302116,14.19,0.51,0.06,8.07,0.46,-1.50,2.31,45.24,31.92,1.84,0.902,0.863,7.806
59797,22.319164,87.302116,14.19,0.92,0.79,7.94,3.03,-1.34,2.31,12.67,0.83,0.00,0.510,0.588,8.002
59999,22.319164,87.302116,14.19,0.96,-0.61,8.25,4.99,-2.21,2.08,9.71,-4.31,-1.13,0.353,0.824,7.728
60190,22.319164,87.302116,14.19,0.86,-0.57,8.29,0.97,1.95,2.95,-21.06,21.78,4.60,0.039,1.020,8.787
60291,22.319164,87.302116,14.19,0.74,-0.07,7.55,2.04,-2.35,2.79,10.58,-42.63,-1.59,0.353,0.824,8.591
60438,22.319164,87.302116,14.19,1.61,-0.01,8.31,8.19,-4.15,2.08,41.85,-12.26,-4.83,0.510,0.039,6.433
60585,22.319164,87.302116,14.19,0.80,1.23,8.86,-7.97,-3.44,4.06,-109.93,4.88,13.45,0.588,0.588,8.708
60792,22.319164,87.302116,14.19,0.51,0.19,7.45,-4.50,-4.27,4.67,16.74,-4.02,2.95,0.863,0.981,10.709
60995,22.319164,87.302116,14.19,0.38,0.22,7.02,6.01,-1.98,4.05,51.78,11.28,-3.08,-0.157,0.235,8.394
61187,22.319164,87.302116,14.19,0.04,0.73,9.83,-10.68,-1.18,4.20,-86.91,4.13,0.80,0.392,0.667,7.924
61287,22.319164,87.302116,14.19,0.56,-0.31,7.13,-2.74,1.41,4.87,79.39,25.95,6.72,0.275,0.235,6.786
61432,22.319164,87.302116,14.19,0.57,-0.48,10.40,-5.27,-3.18,4.18,-17.43,-31.64,-4.79,0.549,0.588,7.139
61583,22.319164,87.302116,14.19,1.18,0.78,5.47,-0.68,0.48,3.76,30.38,24.22,-2.73,0.510,0.431,10.277
61788,22.319164,87.302116,14.19,0.59,0.36,4.77,0.91,-4.07,3.37,7.75,-22.19,-1.94,1.530,0.941,10.042
61988,22.319164,87.302116,14.19,0.29,0.70,7.56,0.40,-1.44,3.13,-2.56,13.13,-1.18,0.157,0.745,7.688
62179,22.319164,87.302116,14.19,0.77,0.13,8.78,-4.42,-3.02,3.45,-25.22,-8.23,1.68,0.039,0.510,9.179
62281,22.319164,87.302116,14.19,1.03,-0.12,7.40,2.39,-0.19,3.38,66.76,27.69,-0.67,0.667,0.510,9.179
62427,22.319164,87.302116,14.19,0.80,-0.71,7.95,10.48,-0.81,2.95,55.42,-4.24,-2.93,0.039,1.020,9.022
62574,22.319164,87.302116,14.19,0.91,0.67,8.37,-2.52,-4.21,4.18,-88.44,-23.16,8.31,0.941,0.471,8.198
62781,22.319053,87.301742,14.82,1.61,-1.01,7.19,5.17,-4.03,2.48,37.14,0.89,-8.19,0.431,1.020,7.963
62981,22.319053,87.301742,14.82,1.02,0.05,9.36,-0.72,-1.38,2.96,-29.43,13.24,2.40,0.431,0.785,9.611
63173,22.319053,87.301742,14.82,0.56,0.67,7.76,-0.85,-0.60,3.87,-0.72,4.06,4.73,-0.118,1.216,8.394
63273,22.319053,87.301742,14.82,0.87,-0.34,7.60,2.01,-0.51,2.61,28.63,0.92,-12.60,0.588,0.941,9.611
63420,22.319053,87.301742,14.82,0.55,-0.50,7.07,4.51,1.11,3.26,17.03,11.06,4.41,0.667,0.235,7.649
63564,22.319053,87.301742,14.82,0.95,-0.12,8.29,-5.56,-2.86,2.72,-69.97,-27.62,-3.76,1.020,0.392,9.061
63770,22.319053,87.301742,14.82,1.60,-0.86,8.76,1.04,-2.96,1.75,32.05,-0.48,-4.71,0.157,0.588,6.669
63965,22.319042,87.301696,15.58,0.88,-0.57,8.53,6.55,-1.79,2.73,28.26,6.03,5.05,1.098,0.314,8.198
64155,22.319042,87.301696,15.58,1.20,-0.34,7.98,-1.34,-1.76,2.30,-41.50,0.16,-2.29,1.059,0.431,8.081
64258,22.319042,87.301696,15.58,0.79,-0.86,8.42,0.33,-1.66,2.46,16.16,0.96,1.56,0.824,0.667,8.081
64402,22.319042,87.301696,15.58,1.41,-0.38,8.41,-3.62,-2.09,2.49,-27.41,-3.02,0.21,0.941,0.118,8.512
64549,22.319042,87.301696,15.58,0.98,-1.07,8.26,-0.62,-3.78,2.58,20.41,-11.48,0.62,0.863,0.745,8.394
64750,22.319042,87.301696,15.58,1.10,-0.23,8.13,-1.50,-1.79,2.50,-4.37,9.87,-0.42,1.020,0.745,8.238
64942,22.319019,87.301658,16.48,1.10,-0.91,10.95,-0.41,-1.10,2.30,5.65,3.62,-1.03,0.667,0.824,8.748
65132,22.319019,87.301658,16.48,1.20,-0.40,7.83,1.67,-3.90,2.57,10.97,-14.74,1.45,0.785,0.941,8.081
65239,22.319019,87.301658,16.48,0.65,-0.52,6.65,-3.80,-0.16,3.18,-51.15,34.96,5.71,0.824,0.902,9.375
65381,22.319019,87.301658,16.48,1.44,-0.71,9.11,4.08,-3.48,2.94,55.53,-23.38,-1.72,1.255,0.941,8.630
65528,22.319019,87.301658,16.48,1.49,-0.58,8.48,-3.26,-2.53,2.53,-49.96,6.44,-2.80,0.981,0.588,8.198
65713,22.319019,87.301658,16.48,1.31,-1.05,9.81,-7.89,-3.37,2.40,-25.05,-4.54,-0.70,0.745,0.353,7.610
65921,22.319011,87.301635,10.41,1.90,-0.67,9.28,-3.62,-2.14,0.88,20.55,5.95,-7.30,0.628,0.863,8.277
66112,22.319011,87.301635,10.41,1.71,-0.21,8.54,-2.99,-2.93,0.15,3.28,-4.16,-3.80,0.981,1.177,8.002
66240,22.319011,87.301635,10.41,1.65,-0.42,6.98,1.69,-2.23,-0.21,36.62,5.49,-2.86,0.628,0.902,8.159
66372,22.319011,87.301635,10.41,0.97,-0.80,8.93,0.05,-1.40,0.50,-12.49,6.30,5.44,0.863,0.549,7.806
66518,22.319011,87.301635,10.41,1.33,-0.22,8.03,1.79,-1.95,0.65,11.92,-3.82,0.99,0.588,1.020,9.532
66698,22.319011,87.301635,10.41,1.12,-0.34,6.67,11.46,0.69,0.53,53.73,14.72,-0.68,1.098,1.059,5.962
